"Number","Sample.x","SiO2 (%)","TiO2","Al2O3","Fe2O3","FeO","Fe","MnO","Mn","MgO","CaO","Na2O","K2O","P2O5","SO3","C","CO2","LOI","H2O","Cl","Total","Li","Be","Rb","Sr","Cs","Ba","B","Br","Sc","V","Cr","Co","Ni","Cu","Zn","Ga","Ge","As","Y","Zr","Nb","Mo","Ag","Cd","Sn","Sb","Te","Hf","Ta","W","Au","Hg","Tl","Pb","Bi","Th","U","La","Ce","Pr","Nd","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Fe/Mn","Ref","Type","Fe_species","Mn_species","Locality","Age","method","Notes","Sample.y","Formation","Pathway"
4967,"Beinn_Alligin","54.7",0.83,13.2,NA,12.9,10.03,"0.15",0.12,7,"5.4","2.8","0.78",NA,NA,NA,NA,NA,NA,NA,97.76,NA,NA,"86.2","17.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Beinn_Alligin","Gale crater","Gale crater"
4968,"Beinn_Mhor","4.7",0.54,2.4,NA,43.9,34.12,"0.19",0.15,2,"26.9","0.42","0.01",NA,NA,NA,NA,NA,NA,NA,81.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Beinn_Mhor","Gale crater","Gale crater"
4969,"Ben_Wyvis","52.6",0.8,11.1,NA,13.7,10.65,"0.15",0.12,10.3,"3.6","2.99","0.82",NA,NA,NA,NA,NA,NA,NA,96.06,"9.4",NA,"93.4","139.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Ben_Wyvis","Gale crater","Gale crater"
4970,"Ben_Wyvis","47.9",0.94,10.9,NA,17.3,13.45,"0.2",0.15,4.9,"8.7","2.26","0.64",NA,NA,NA,NA,NA,NA,NA,93.74,NA,NA,"7.8","173.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Ben_Wyvis","Gale crater","Gale crater"
4971,"Ben_Wyvis","31",0.72,6.3,NA,20.9,16.25,"0.18",0.14,9.6,"10.2","1.59","0.36",NA,NA,NA,NA,NA,NA,NA,80.85,"14.6",NA,"69.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Ben_Wyvis","Gale crater","Gale crater"
4972,"Ben_Wyvis","39.8",0.73,9.2,NA,18.2,14.15,"0.16",0.12,9.4,"8.5","2.04","0.48",NA,NA,NA,NA,NA,NA,NA,88.51,"12.7",NA,"66.3","142.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Ben_Wyvis","Gale crater","Gale crater"
4973,"Ben_Arthur","52.6",0.89,12.6,NA,14.7,11.43,"0.16",0.12,6,"6.5","2.74","0.93",NA,NA,NA,NA,NA,NA,NA,97.12,NA,NA,"82.7","22.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Ben_Arthur","Gale crater","Gale crater"
4974,"Ben_Arthur","48.1",0.8,10.4,NA,11.2,8.71,"0.17",0.13,6.8,"10.5","1.8","0.5",NA,NA,NA,NA,NA,NA,NA,90.27,"5.9",NA,"63.8","214.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Ben_Arthur","Gale crater","Gale crater"
4975,"Ben_Arthur","50.1",0.85,13.3,NA,13.5,10.49,"0.19",0.15,8.8,"5.8","2.59","0.81",NA,NA,NA,NA,NA,NA,NA,95.94,"6.2",NA,"17.1","184.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Ben_Arthur","Gale crater","Gale crater"
4976,"Ben_Arthur","37.7",0.73,5.4,NA,12,9.33,"0.2",0.15,5.6,"19.6","1.21","0.48",NA,NA,NA,NA,NA,NA,NA,82.92,"9.7",NA,"77.2","277.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Ben_Arthur","Gale crater","Gale crater"
4977,"Ben_Arthur","53.6",0.91,11.6,NA,15.8,12.28,"0.15",0.12,5.5,"4.7","2.77","1.12",NA,NA,NA,NA,NA,NA,NA,96.15,"7.8",NA,NA,"174.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Ben_Arthur","Gale crater","Gale crater"
4978,"Beinn_an_Dudhaich_2","52.6",0.82,12.4,NA,11.4,8.86,"0.15",0.12,9,"4.6","2.49","0.78",NA,NA,NA,NA,NA,NA,NA,94.24,"5.1",NA,"43.8","268.6",NA,"359.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Beinn_an_Dudhaich_2","Gale crater","Gale crater"
4979,"Beinn_an_Dudhaich_2","39.4",0.71,7.3,NA,12.6,9.79,"0.13",0.1,4.6,"18.2","1.62","0.58",NA,NA,NA,NA,NA,NA,NA,85.14,"9.9",NA,"46.2","36.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Beinn_an_Dudhaich_2","Gale crater","Gale crater"
4980,"Beinn_an_Dudhaich_2","51.7",0.73,10.4,NA,12.7,9.87,"0.13",0.1,6.7,"9.2","2.65","0.97",NA,NA,NA,NA,NA,NA,NA,95.18,"7.7",NA,"65.3","26.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Beinn_an_Dudhaich_2","Gale crater","Gale crater"
4981,"Beinn_an_Dudhaich_2","47",0.8,11.6,NA,15.1,11.74,"0.15",0.12,4.9,"10.7","2.24","0.66",NA,NA,NA,NA,NA,NA,NA,93.15,"6.9",NA,"68.6","214.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Beinn_an_Dudhaich_2","Gale crater","Gale crater"
4982,"Beinn_an_Dudhaich_2","54.7",0.87,13.6,NA,14.9,11.58,"0.13",0.1,5.9,"4.8","3.12","0.99",NA,NA,NA,NA,NA,NA,NA,99.01,NA,NA,"81.1","193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Beinn_an_Dudhaich_2","Gale crater","Gale crater"
4983,"Peach","48.5",0.91,11.7,NA,16.1,12.51,"1.11",0.86,8.6,"4.3","2.76","1.06",NA,NA,NA,NA,NA,NA,NA,95.04,"5.4",NA,"67.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Peach","Gale crater","Gale crater"
4984,"Peach","49.6",0.91,10.8,NA,14.7,11.43,"0.16",0.12,6.1,"9","2.49","0.76",NA,NA,NA,NA,NA,NA,NA,94.52,"5.7",NA,"49.7","253.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Peach","Gale crater","Gale crater"
4985,"Peach","46.2",0.94,9.8,NA,16.4,12.75,"0.13",0.1,4.8,"10.1","2.37","0.68",NA,NA,NA,NA,NA,NA,NA,91.42,"5.4",NA,"38.1","24.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Peach","Gale crater","Gale crater"
4986,"Edina","52.3",0.87,12.3,NA,14.9,11.58,"0.13",0.1,4.5,"7.6","3.65","0.71",NA,NA,NA,NA,NA,NA,NA,96.96,"5.9",NA,"44.6","228.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Edina","Gale crater","Gale crater"
4987,"Edina","44.3",0.77,9,NA,12.8,9.95,"0.16",0.12,7.1,"14.3","1.75","0.47",NA,NA,NA,NA,NA,NA,NA,90.65,"13.9",NA,"35.1","266.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Edina","Gale crater","Gale crater"
4988,"Edina","48.3",0.8,11.7,NA,15.6,12.13,"0.13",0.1,5.1,"10","2.45","0.84",NA,NA,NA,NA,NA,NA,NA,94.92,"5.3",NA,"59.2","213.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Edina","Gale crater","Gale crater"
4989,"Edina","48",0.72,8.2,NA,15.8,12.28,"0.13",0.1,11.1,"7.4","2.56","0.54",NA,NA,NA,NA,NA,NA,NA,94.45,"16.3",NA,"47.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Edina","Gale crater","Gale crater"
4990,"Salen","39.8",0.69,7.5,NA,16.1,12.51,"0.19",0.15,6.4,"13.8","1.59","0.39",NA,NA,NA,NA,NA,NA,NA,86.46,"7.3",NA,"37.5","139.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Salen","Gale crater","Gale crater"
4991,"Salen","33.6",0.65,6.6,NA,11.9,9.25,"0.16",0.12,4.7,"21.4","1.17","0.31",NA,NA,NA,NA,NA,NA,NA,80.49,"12.5",NA,"52.2","24.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Salen","Gale crater","Gale crater"
4992,"Salen","50.9",0.87,10.6,NA,16.7,12.98,"0.15",0.12,10.4,"3.2","2.62","0.9",NA,NA,NA,NA,NA,NA,NA,96.34,"6.3",NA,"98.4","137.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Salen","Gale crater","Gale crater"
4993,"Salen","47.1",0.83,11.9,NA,14.8,11.5,"0.14",0.11,4.8,"11.8","2.31","0.62",NA,NA,NA,NA,NA,NA,NA,94.3,"8",NA,"56.6","26.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Salen","Gale crater","Gale crater"
4994,"Salen","51.6",0.87,11.4,NA,16.9,13.14,"0.14",0.11,8.5,"3.2","2.92","0.94",NA,NA,NA,NA,NA,NA,NA,96.47,"6.3",NA,"8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Salen","Gale crater","Gale crater"
4995,"Salen","48",0.91,12.1,NA,19,14.77,"0.22",0.17,7.9,"3.1","2.8","0.87",NA,NA,NA,NA,NA,NA,NA,94.9,"7.6",NA,"99.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Salen","Gale crater","Gale crater"
4996,"Salen","52.6",0.89,11.8,NA,16.7,12.98,"0.15",0.12,9.1,"2.7","2.85","1.03",NA,NA,NA,NA,NA,NA,NA,97.82,"6.8",NA,"95.2","179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Salen","Gale crater","Gale crater"
4997,"Crossbill","54",0.98,12.4,NA,15.6,12.13,"0.15",0.12,7.7,"4","2.68","0.81",NA,NA,NA,NA,NA,NA,NA,98.32,"6.1",NA,"89.3","2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Crossbill","Gale crater","Gale crater"
4998,"Crossbill","45.4",0.7,8.7,NA,14.9,11.58,"0.14",0.11,5.2,"12.2","1.92","0.79",NA,NA,NA,NA,NA,NA,NA,89.95,"8.3",NA,"84.2","18.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Crossbill","Gale crater","Gale crater"
4999,"Crossbill","54.8",1,12.3,NA,15.8,12.28,"0.13",0.1,6.9,"3.5","2.97","1.07",NA,NA,NA,NA,NA,NA,NA,98.47,"6.1",NA,"17","285.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Crossbill","Gale crater","Gale crater"
5000,"Burg","51.1",0.85,12.6,NA,15.2,11.82,"0.14",0.11,4,"9.2","3.19","1.08",NA,NA,NA,NA,NA,NA,NA,97.36,"7.3",NA,"75.9","2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Burg","Gale crater","Gale crater"
5001,"Burg","36.8",0.62,6.1,NA,11.5,8.94,"0.15",0.12,9,"19.6","2.84","0.21",NA,NA,NA,NA,NA,NA,NA,86.82,"12.7",NA,NA,"248.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Burg","Gale crater","Gale crater"
5002,"Burg","54.7",0.82,12,NA,11,8.55,"0.16",0.12,12,"3.4","2.8","1.03",NA,NA,NA,NA,NA,NA,NA,97.91,"12.8",NA,"19.1","158.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Burg","Gale crater","Gale crater"
5003,"Burg","56.7",0.99,14.1,NA,12.6,9.79,"0.15",0.12,6.1,"4.3","3.2","0.99",NA,NA,NA,NA,NA,NA,NA,99.13,"5.5",NA,"11.9","235.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Burg","Gale crater","Gale crater"
5004,"Dysart","42.3",0.81,8.2,NA,20.2,15.7,"0.16",0.12,9.2,"4.4","2.62","0.95",NA,NA,NA,NA,NA,NA,NA,88.84,"15",NA,"37.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Dysart","Gale crater","Gale crater"
