Number,Sample,SiO2 (%),TiO2,Al2O3,Fe2O3,FeO,Fe,MnO,Mn,MgO,CaO,Na2O,K2O,P2O5,SO3,C,CO2,LOI,H2O,Cl,Total,Li,Be,Rb,Sr,Cs,Ba,B,Br,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Ge,As,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,Te,Hf,Ta,W,Au,Hg,Tl,Pb,Bi,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Fe/Mn,Ref,Type,Fe_species,Mn_species,Locality,Age,method,Notes
5256,Tain,53.7,0.9,9.5,,16.9,13.14,0.16,0.12,9.9,1.6,2.08,0.68,,,,,,,,95.42,8.9,,57.8,168.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5257,Tain,53.6,1.21,10.9,,16.4,12.75,0.14,0.11,9,1.7,2.55,1.01,,,,,,,,96.51,9.8,,6.4,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5258,Tain,53,0.76,9.1,,16,12.44,0.21,0.16,8.7,2.1,2.39,1.02,,,,,,,,93.28,9.4,,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5259,Howwood,45.6,0.9,8.2,,17.8,13.84,3.53,2.73,13.1,2.1,2.43,0.44,,,,,,,,94.1,1,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5260,Howwood,44.5,0.82,10.2,,16.7,12.98,2.38,1.84,10.4,7,2.03,0.31,,,,,,,,94.34,9.4,,,124.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5261,Howwood,51.5,0.86,10.2,,16.6,12.9,1.66,1.29,11.9,2.8,2.45,0.59,,,,,,,,98.56,8.1,,,166.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5262,Howwood,44,0.93,8.1,,19.3,15,4.64,3.59,12.3,2.2,2.53,0.34,,,,,,,,94.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5263,Howwood,46.1,0.8,9.6,,15.9,12.36,2.7,2.09,8.2,9,2.27,0.42,,,,,,,,94.99,6.9,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5264,Howwood,50.6,0.87,10.7,,17.2,13.37,0.48,0.37,11.5,2.1,2.23,0.51,,,,,,,,96.19,9.9,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5265,Howwood,51.3,0.89,11.9,,17.4,13.53,0.43,0.33,10.6,2.1,2.55,0.61,,,,,,,,97.78,1.8,,38.1,325.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5266,Howwood,50.9,0.87,11.8,,15.7,12.2,0.39,0.3,12,2.5,2.8,0.74,,,,,,,,97.7,9.1,,,263.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5267,Howwood,53.7,0.84,11.7,,16.5,12.83,0.72,0.56,9.5,1.8,2.73,0.82,,,,,,,,98.31,1.2,,44.9,266.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5268,Howwood,50.7,0.92,11.8,,17.1,13.29,0.82,0.64,10.7,2.6,2.59,0.57,,,,,,,,97.8,1.5,,,266.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5269,Maligar,52.7,0.89,10.4,,17.6,13.68,3.26,2.52,11.1,1.4,2.47,0.86,,,,,,,,100.68,13.7,,126.8,146.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5270,Maligar,54.1,0.86,12.5,,16.3,12.67,0.26,0.2,8.6,2.4,3.13,1.46,,,,,,,,99.61,16.3,,82.3,283.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5271,Maligar,47,0.9,10.5,,16.7,12.98,0.3,0.23,7.9,7.3,2.29,0.72,,,,,,,,93.61,1.7,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5272,Maligar,42.4,0.81,8.3,,18.3,14.22,3.15,2.44,10.6,6.1,2.14,0.38,,,,,,,,92.18,1.7,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5273,Maligar,38.6,0.77,6.1,,14.3,11.12,0.32,0.25,5.8,16.1,1.27,0.29,,,,,,,,83.55,17,,,121.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5274,Maligar,44.7,0.89,9.5,,18.5,14.38,2.92,2.26,8.6,6.8,2.32,0.54,,,,,,,,94.77,11.2,,32.6,122.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5275,Maligar,43,0.78,8.7,,16.7,12.98,0.35,0.27,6.6,12.8,1.76,0.52,,,,,,,,91.21,15.8,,57.7,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5276,Maligar,36.5,0.7,6,,13,10.1,0.31,0.24,4.7,21.6,1.16,0.35,,,,,,,,84.32,35,,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5277,Maligar,38.3,0.9,8.1,,14.5,11.27,0.34,0.26,7.8,15.2,1.44,0.34,,,,,,,,86.92,12.6,,52.7,153.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5278,Maligar,35.8,0.73,7.2,,12.1,9.41,0.3,0.23,5.1,23.5,1.16,0.18,,,,,,,,86.07,17.1,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5279,North_Fearns,51.4,0.8,11.5,,17.3,13.45,1.4,1.08,10.4,2.1,2.76,0.82,,,,,,,,98.48,14.4,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5280,North_Fearns,49.5,0.96,10.6,,17.6,13.68,3.56,2.76,11.6,2.1,2.73,0.73,,,,,,,,99.38,12.7,,98.5,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5281,North_Fearns,53.2,0.97,10.6,,16.9,13.14,0.29,0.22,9.9,2.3,2.4,0.65,,,,,,,,97.21,12.5,,,224.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5282,North_Fearns,52.1,0.85,10.4,,16.6,12.9,0.73,0.57,10.9,2.1,2.34,0.65,,,,,,,,96.67,12.5,,34.2,189.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5283,North_Fearns,51.4,0.91,11.5,,17.2,13.37,0.73,0.57,9.2,2.5,2.49,0.77,,,,,,,,96.7,16.8,,58.6,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5284,North_Fearns,52.6,0.83,10.6,,17.2,13.37,1.75,1.36,11.3,1.6,2.25,0.7,,,,,,,,98.83,16.9,,43.9,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5285,North_Fearns,52.2,0.88,10.3,,16.4,12.75,1.1,0.85,10.9,1.9,2.48,0.87,,,,,,,,97.03,18.3,,69,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5286,North_Fearns,51.1,0.86,9.9,,16.6,12.9,0.27,0.21,9,3.6,2.28,0.76,,,,,,,,94.37,13.7,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5287,North_Fearns,51.3,0.82,9.4,,16.8,13.06,0.28,0.22,10.8,3.1,2.2,0.64,,,,,,,,95.34,13.6,,,176.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5288,North_Fearns,52.7,0.91,12.4,,16.2,12.59,0.41,0.32,9.5,2.3,2.93,0.89,,,,,,,,98.24,14.5,,66.3,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5289,Formartine,51.8,0.92,11.4,,17.9,13.91,0.17,0.13,9.2,1.7,2.17,0.61,,,,,,,,95.87,14.8,,45.9,265.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5290,Formartine,40.4,0.76,7.5,,20.7,16.09,0.16,0.12,10.1,3.4,1.7,0.27,,,,,,,,84.99,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5291,Formartine,45.5,0.89,9.4,,20.2,15.7,3.15,2.44,9.9,1.8,2.24,0.39,,,,,,,,93.47,9,,,138.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5292,Foulden,45.8,0.96,9.1,,21.3,16.56,0.15,0.12,7.4,1.6,2.09,0.62,,,,,,,,89.02,1,,,165.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5293,Foulden,40.6,0.93,7.8,,20.7,16.09,4.28,3.31,11.3,1.6,2.54,0.26,,,,,,,,90.01,7.5,,,194.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5294,Foulden,44.4,0.89,9,,21.6,16.79,0.93,0.72,7.6,1.7,2.49,0.45,,,,,,,,89.06,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5295,Mary_Anning_3_ccam,53.3,0.92,9.1,,16.9,13.14,0.15,0.12,8.5,1.5,2.26,0.84,,,,,,,,93.47,13,,54.6,145.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5296,Mary_Anning_3_ccam,52.9,0.89,10.1,,17.7,13.76,0.15,0.12,8.2,1.7,2.42,0.77,,,,,,,,94.83,1.4,,4.8,167.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5297,Mary_Anning_3_ccam,52.4,0.96,10.8,,18,13.99,0.17,0.13,8.4,1.7,2.38,0.96,,,,,,,,95.77,11.5,,59.3,191.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5298,Mary_Anning_3_ccam,49.6,0.79,10.2,,18.8,14.61,0.2,0.15,8.4,2,2.25,0.76,,,,,,,,93,8.1,,,167.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5299,Mary_Anning_3_ccam,53.2,1.16,10.7,,17.3,13.45,0.22,0.17,9,1.9,2.46,0.95,,,,,,,,96.89,11.9,,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5300,Mary_Anning_3_ccam,51.6,0.83,11.8,,17.1,13.29,0.18,0.14,8.9,2.1,2.2,0.66,,,,,,,,95.37,1.1,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5301,Mary_Anning_3_ccam,51.9,0.82,12,,17.5,13.6,0.18,0.14,9,1.9,2.59,1,,,,,,,,96.89,13,,7.4,247.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5302,Mary_Anning_3_ccam,51.1,0.9,9.8,,17.8,13.84,0.71,0.55,9.6,1.5,2.19,0.67,,,,,,,,94.27,8.2,,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5303,Mary_Anning_3_ccam,52.5,0.78,11.4,,17.8,13.84,0.18,0.14,9.2,1.8,2.29,0.71,,,,,,,,96.66,9.6,,51.4,173.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5304,Mary_Anning_3_ccam,51,0.95,11.7,,18.9,14.69,0.22,0.17,8.4,2.5,2.44,0.87,,,,,,,,96.98,1.7,,58.9,335.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5305,Sartle,27.4,0.53,5.4,,8.3,6.45,0.17,0.13,3.5,29.8,0.71,0.11,,,,,,,,75.92,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5306,Sartle,52.3,0.94,9.4,,16.3,12.67,0.13,0.1,10.2,3.4,2.45,0.78,,,,,,,,95.9,9.4,,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5307,Sartle,53.6,0.81,11.5,,15.2,11.82,0.13,0.1,10.3,2.3,2.22,0.73,,,,,,,,96.79,9.1,,,125.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5308,Sartle,35.4,0.6,7,,11.1,8.63,0.16,0.12,4.1,20.1,1.15,0.29,,,,,,,,79.9,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5309,Sartle,53.4,0.78,12.1,,15.4,11.97,0.15,0.12,10.7,2.3,2.46,0.68,,,,,,,,97.97,9,,4.5,137.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5310,Sartle,54.3,0.97,11.1,,16.1,12.51,0.15,0.12,10.5,1.7,2.84,1.29,,,,,,,,98.95,1.6,,49.3,154.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5311,Sartle,54.7,1.21,11.6,,16.7,12.98,0.19,0.15,9.2,2,3.09,1.3,,,,,,,,99.99,11.9,,,214.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5312,Ayton_APXS_ccam,41.5,0.91,7.3,,15,11.66,0.24,0.19,6.4,13.8,1.57,0.27,,,,,,,,86.99,13.7,,,163.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5313,Ayton_APXS_ccam,46.9,1.12,10.3,,17,13.21,0.33,0.26,12.3,3.7,2.35,0.58,,,,,,,,94.58,7.1,,,194.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5314,Ayton_APXS_ccam,42.8,0.92,7.3,,19.9,15.47,4.34,3.36,13.1,1.6,2.51,0.36,,,,,,,,92.83,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5315,Ayton_APXS_ccam,45.8,0.87,9.1,,17.4,13.53,0.31,0.24,11.6,5,2.12,0.37,,,,,,,,92.57,12.1,,,215.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5316,Ayton_APXS_ccam,44.5,0.91,8.3,,15.4,11.97,0.29,0.22,6.6,11.4,1.73,0.37,,,,,,,,89.5,13,,,139.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5317,Ayton_APXS_ccam,44.1,0.84,8.2,,16.2,12.59,0.29,0.22,8,10.7,1.75,0.42,,,,,,,,90.5,17.3,,,169.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5318,Ayton_APXS_ccam,45.1,0.9,8.5,,20,15.55,4.16,3.22,11.8,2.2,2.42,0.3,,,,,,,,95.38,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5319,Ayton_APXS_ccam,39.9,0.65,8.8,,15.3,11.89,1.46,1.13,7.2,12.1,2.1,0.36,,,,,,,,87.87,13.1,,33.6,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
5320,Ayton_APXS_ccam,42.7,1.03,8.1,,16,12.44,0.29,0.22,6.6,11.2,1.87,0.39,,,,,,,,88.18,14.5,,,158.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
